"cik_str","ticker","title"
1645666,"KZR","Kezar Life Sciences, Inc."
783412,"DJCO","DAILY JOURNAL CORP"
850429,"TG","TREDEGAR CORP"
1822366,"ALTU","Altitude Acquisition Corp."
1494530,"FSD","FIRST TRUST HIGH INCOME LONG/SHORT FUND"
1846804,"BSKY","Big Sky Growth Partners, Inc."
1840502,"TBLA","Taboola.com Ltd."
1587987,"NEWT","Newtek Business Services Corp."
1826669,"GXII","GX Acquisition Corp. II"
1630856,"PFHD","Professional Holding Corp."
1826457,"GLUE","Monte Rosa Therapeutics, Inc."
1327688,"OOMA","OOMA INC"
1377121,"PTGX","Protagonist Therapeutics, Inc"
1630805,"BW","Babcock & Wilcox Enterprises, Inc."
1369085,"NEWP","NEW PACIFIC METALS CORP"
901243,"MUA","BLACKROCK MUNIASSETS FUND, INC."
1559991,"DFP","Flaherty & Crumrine Dynamic Preferred & Income Fund Inc"
1111485,"RXST","RxSight, Inc."
1572957,"BIOGY","BioGaia AB/ADR"
1838957,"RERE","ATRenew Inc."
1852940,"GOGN","GoGreen Investments Corp"
1831006,"BLUA","BlueRiver Acquisition Corp."
1587264,"NETI","ENETI INC."
1812923,"SDHY","PGIM Short Duration High Yield Opportunities Fund"
1166928,"WTBA","WEST BANCORPORATION INC"
1720420,"IBEX","IBEX Ltd"
910068,"HIO","WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC."
1455684,"TPIC","TPI COMPOSITES, INC"
1479615,"SLN","Silence Therapeutics plc"
1368519,"NOA","North American Construction Group Ltd."
1012477,"AVDL","AVADEL PHARMACEUTICALS PLC"
884121,"HQL","TEKLA LIFE SCIENCES INVESTORS"
1635282,"RMNI","Rimini Street, Inc."
1826059,"KIII","Kismet Acquisition Three Corp."
1835567,"PEAR","Pear Therapeutics, Inc."
1015383,"POWW","AMMO, INC."
71829,"NR","NEWPARK RESOURCES INC"
799288,"LE","LANDS' END, INC."
1725123,"CANG","Cango Inc."
1467808,"CO","Global Cord Blood Corp"
1090009,"SFST","SOUTHERN FIRST BANCSHARES INC"
1852771,"DRAY","Macondray Capital Acquisition Corp. I"
1820144,"TINV","Tiga Acquisition Corp."
1741231,"TTCF","Tattooed Chef, Inc."
1824403,"RSVR","Reservoir Media, Inc."
1838176,"DHBC","DHB Capital Corp."
1841338,"CIIG","CIIG Capital Partners II, Inc."
1883814,"LGTO","LEGATO MERGER CORP. II"
1834026,"GROY","Gold Royalty Corp."
882150,"MYN","BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC."
1835636,"AMPI","Advanced Merger Partners, Inc."
1831937,"CLRM","Clarim Acquisition Corp."
909494,"TCX","TUCOWS INC /PA/"
1830374,"DNZ","D & Z Media Acquisition Corp."
1823323,"KLAQ","KL Acquisition Corp"
1823481,"TZPS","TZP Strategies Acquisition Corp."
1826435,"SPKB","Silver Spike Acquisition Corp II"
1845550,"APTM","Alpha Partners Technology Merger Corp."
1846017,"BLFY","Blue Foundry Bancorp"
72162,"NL","NL INDUSTRIES INC"
1556336,"FEI","FIRST TRUST MLP & ENERGY INCOME FUND"
1831481,"FLME","Flame Acquisition Corp."
1733294,"GBIO","Generation Bio Co."
1831828,"VERA","Vera Therapeutics, Inc."
1841024,"LCAA","L Catterton Asia Acquisition Corp"
944745,"CIVB","CIVISTA BANCSHARES, INC."
1824301,"CND","Concord Acquisition Corp"
1517399,"SUPV","Grupo Supervielle S.A."
1777835,"PWP","Perella Weinberg Partners"
1325618,"IRMD","IRADIMED CORP"
1839611,"IPVI","InterPrivate IV InfraTech Partners Inc."
1835972,"ARRW","Arrowroot Acquisition Corp."
1501796,"AURA","Aura Biosciences, Inc."
1561566,"QIWI","QIWI"
1436425,"HBCP","HOME BANCORP, INC."
1937653,"ZYME","Zymeworks Inc."
1816613,"MKFG","Markforged Holding Corp"
1494904,"GBLI","Global Indemnity Group, LLC"
1400810,"HCI","HCI Group, Inc."
1816431,"QSI","Quantum-Si Inc"
1823884,"VTIQ","VectoIQ Acquisition Corp. II"
1836894,"HUGS","USHG Acquisition Corp."
1836075,"WPCA","Warburg Pincus Capital Corp I-A"
1468748,"KOD","Kodiak Sciences Inc."
1063344,"HT","HERSHA HOSPITALITY TRUST"
1879297,"LGVC","LAMF Global Ventures Corp. I"
733590,"TCI","TRANSCONTINENTAL REALTY INVESTORS INC"
1533924,"AMPY","Amplify Energy Corp."
878518,"TGB","TASEKO MINES LTD"
1191334,"CNCN","CHUN CAN CAPITAL GROUP"
818033,"HRTX","HERON THERAPEUTICS, INC. /DE/"
1838361,"STRE","Supernova Partners Acquisition Co III, Ltd."
1847874,"FWAC","Fifth Wall Acquisition Corp. III"
915840,"BZH","BEAZER HOMES USA INC"
1608390,"AFMD","Affimed N.V."
908993,"VKI","Invesco Advantage Municipal Income Trust II"
1820875,"KINZ","KINS Technology Group, Inc."
1865407,"KCGI","Kensington Capital Acquisition Corp. V"
1865187,"ARIS","Aris Water Solutions, Inc."
1531031,"ESQ","Esquire Financial Holdings, Inc."
1723128,"AMRX","Amneal Pharmaceuticals, Inc."
1110611,"ONTF","ON24 INC."
1821606,"TMKR","Tastemaker Acquisition Corp."
1576169,"BNFT","Benefitfocus, Inc."
1835856,"AURC","Aurora Acquisition Corp."
1818880,"GGMC","Glenfarne Merger Corp."
765207,"FNLC","First Bancorp, Inc /ME/"
1001385,"NWPX","NORTHWEST PIPE CO"
1829427,"POW","Powered Brands"
1824171,"KAIR","Kairos Acquisition Corp."
1281926,"ETO","Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund"
1909747,"JUSHF","Jushi Holdings Inc."
900422,"PMO","PUTNAM MUNICIPAL OPPORTUNITIES TRUST"
1827899,"CPTK","Crown PropTech Acquisitions"
1396277,"CHW","Calamos Global Dynamic Income Fund"
1838433,"NVSA","New Vista Acquisition Corp"
1041934,"EDAP","EDAP TMS SA"
1353538,"APGT","Appgate, Inc."
1825720,"EPWR","Empowerment & Inclusion Capital I Corp."
1830029,"ADEX","Adit EdTech Acquisition Corp."
1822912,"ADER","26 Capital Acquisition Corp."
1869673,"BACA","Berenson Acquisition Corp. I"
1829667,"RGC","Regencell Bioscience Holdings Ltd"
1828914,"SWET","Athlon Acquisition Corp."
1851959,"CNDA","Concord Acquisition Corp II"
1838831,"DISA","Disruptive Acquisition Corp I"
1390195,"AWP","abrdn Global Premier Properties Fund"
1832765,"EAC","Edify Acquisition Corp."
1837105,"GTPA","Gores Technology Partners, Inc."
1845437,"RONI","Rice Acquisition Corp. II"
1842609,"JUGG","Jaws Juggernaut Acquisition Corp"
1823143,"MDH","MDH Acquisition Corp."
1844336,"FTVI","FINTECH ACQUISITION CORP VI"
1720893,"BTAI","BioXcel Therapeutics, Inc."
1837607,"PMGM","Priveterra Acquisition Corp."
1835800,"PICC","Pivotal Investment Corp III"
1829328,"FTCV","Fintech Acquisition Corp V"
1678660,"PRLD","Prelude Therapeutics Inc"
1832696,"FTAA","FTAC Athena Acquisition Corp."
1839569,"FTEV","FinTech Evolution Acquisition Group"
1376339,"MDXG","MIMEDX GROUP, INC."
1509646,"FENG","Phoenix New Media Ltd"
1503274,"QTRX","Quanterix Corp"
1479419,"KALA","Kala Pharmaceuticals, Inc."
1313310,"GRVY","GRAVITY Co., Ltd."
789933,"NC","NACCO INDUSTRIES INC"
1829889,"IIII","INSU ACQUISITION CORP III"
1189740,"HPF","JOHN HANCOCK PREFERRED INCOME FUND II"
1839972,"FTPA","FTAC Parnassus Acquisition Corp."
1514183,"SILO","Silo Pharma, Inc."
1642453,"DSKE","Daseke, Inc."
1621227,"ADAP","Adaptimmune Therapeutics PLC"
1560241,"GTHX","G1 Therapeutics, Inc."
1568969,"APYP","APPYEA, INC"
1841383,"LVRA","Levere Holdings Corp."
1849548,"ONYX","Onyx Acquisition Co. I"
25475,"CRD-A","CRAWFORD & CO"
1434754,"SB","SAFE BULKERS, INC."
1143513,"GLAD","GLADSTONE CAPITAL CORP"
1636422,"HCAT","Health Catalyst, Inc."
1759546,"RIDE","Lordstown Motors Corp."
824416,"QPRC","QUEST PATENT RESEARCH CORP"
1420720,"IBIO","iBio, Inc."
1228454,"BCBP","BCB BANCORP INC"
1766400,"PNTG","Pennant Group, Inc."
1802883,"API","Agora, Inc."
1130144,"BSRR","SIERRA BANCORP"
1849475,"NCAC","Newcourt Acquisition Corp"
1607678,"VKTX","Viking Therapeutics, Inc."
1289213,"JRO","Nuveen Floating Rate Income Opportunity Fund"
1487197,"BRFH","BARFRESH FOOD GROUP INC."
1844363,"RKTA","Rocket Internet Growth Opportunities Corp."
1581091,"RMAX","RE/MAX Holdings, Inc."
1779128,"BLDE","Blade Air Mobility, Inc."
1818382,"HUMA","Humacyte, Inc."
1842430,"POND","Angel Pond Holdings Corp"
1713748,"SKE","Skeena Resources Ltd"
1214935,"NCV","Virtus Convertible & Income Fund"
873860,"OCN","OCWEN FINANCIAL CORP"
1419536,"CBNK","Capital Bancorp Inc"
1382101,"STRO","SUTRO BIOPHARMA, INC."
1356090,"PGEN","PRECIGEN, INC."
1915328,"ISRL","Israel Acquisitions Corp"
1434621,"TREE","LendingTree, Inc."
1760717,"SCPL","SciPlay Corp"
1851682,"MF","Missfresh Ltd"
1836100,"PUCK","Goal Acquisitions Corp."
1002590,"SGU","STAR GROUP, L.P."
1398832,"SGSVF","Sabina Gold & Silver Corp."
1854964,"NLCP","NewLake Capital Partners, Inc."
1521951,"FBIZ","FIRST BUSINESS FINANCIAL SERVICES, INC."
1839610,"IPVF","InterPrivate III Financial Partners Inc."
1377789,"AVNW","AVIAT NETWORKS, INC."
1854275,"IOAC","Innovative International Acquisition Corp."
1839530,"CFFE","CF Acquisition Corp. VIII"
1853021,"MTAL","Metals Acquisition Corp"
1822523,"AFCG","AFC Gamma, Inc."
1372299,"OCGN","Ocugen, Inc."
706698,"UTMD","UTAH MEDICAL PRODUCTS INC"
1495825,"GBAB","Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust"
1847241,"PEGR","Project Energy Reimagined Acquisition Corp."
1288992,"EFT","Eaton Vance Floating-Rate Income Trust"
1863127,"TYRA","Tyra Biosciences, Inc."
891290,"RFI","COHEN & STEERS TOTAL RETURN REALTY FUND INC"
1817159,"RFMZ","RiverNorth Flexible Municipal Income Fund II, Inc."
1053988,"MUJ","BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC."
1844452,"IPAX","Inflection Point Acquisition Corp."
103595,"VLGEA","VILLAGE SUPER MARKET INC"
1869141,"ACAQ","Athena Consumer Acquisition Corp."
1258623,"EFR","EATON VANCE SENIOR FLOATING RATE TRUST"
1844579,"IACC","ION Acquisition Corp 3 Ltd."
826735,"MIN","MFS INTERMEDIATE INCOME TRUST"
1825497,"CRU","Crucible Acquisition Corp"
917470,"ZEUS","OLYMPIC STEEL INC"
1822862,"FSSI","Fortistar Sustainable Solutions Corp."
1839608,"IPVA","InterPrivate II Acquisition Corp."
1826814,"HLAH","Hamilton Lane Alliance Holdings I, Inc."
1826855,"CLAS","Class Acceleration Corp."
1853580,"PFTA","PORTAGE FINTECH ACQUISITION CORP."
1731805,"HUT","HUT 8 MINING CORP."
1539337,"JRI","Nuveen Real Asset Income & Growth Fund"
1137391,"BFZ","BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST"
1771910,"ADCT","ADC Therapeutics SA"
724910,"NVEC","NVE CORP /NEW/"
1840792,"VPCB","VPC Impact Acquisition Holdings II"
1762417,"DOYU","DouYu International Holdings Ltd"
839533,"KTF","DWS MUNICIPAL INCOME TRUST"
913277,"CLAR","Clarus Corp"
1842644,"SLVR","SILVERspac Inc."
1422142,"AADI","Aadi Bioscience, Inc."
1591588,"AMRK","A-Mark Precious Metals, Inc."
61986,"MTW","MANITOWOC CO INC"
891166,"UVE","UNIVERSAL INSURANCE HOLDINGS, INC."
1844650,"FLYA","SOAR Technology Acquisition Corp."
1680379,"SBT","Sterling Bancorp, Inc."
715579,"ACNB","ACNB CORP"
1850271,"DNAB","Social Capital Suvretta Holdings Corp. II"
1850272,"DNAD","Social Capital Suvretta Holdings Corp. IV"
1026214,"FMCC","FEDERAL HOME LOAN MORTGAGE CORP"
1789769,"TIL","Instil Bio, Inc."
1809353,"HPX","HPX Corp."
884624,"OFIX","Orthofix Medical Inc."
355948,"RELL","RICHARDSON ELECTRONICS, LTD."
1836379,"VECT","VectivBio Holding AG"
890393,"MIY","BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC."
1341235,"ALDX","Aldeyra Therapeutics, Inc."
1609151,"WEAV","Weave Communications, Inc."
1833498,"RCLF","Rosecliff Acquisition Corp I"
1837929,"NPAB","New Providence Acquisition Corp. II"
1841585,"LOKM","Live Oak Mobility Acquisition Corp."
1783183,"PHAT","Phathom Pharmaceuticals, Inc."
866028,"PLM","POLYMET MINING CORP"
1163370,"NRIM","NORTHRIM BANCORP INC"
1360214,"HROW","HARROW HEALTH, INC."
1826667,"MTAC","MedTech Acquisition Corp"
897322,"GILT","GILAT SATELLITE NETWORKS LTD"
1530979,"HNST","Honest Company, Inc."
1828325,"MON","Monument Circle Acquisition Corp."
1750153,"GOEV","Canoo Inc."
798287,"PTSI","PAM TRANSPORTATION SERVICES INC"
1823033,"HCII","Hudson Executive Investment Corp. II"
746838,"UIS","UNISYS CORP"
1821393,"AAN","Aaron's Company, Inc."
1384195,"REI","RING ENERGY, INC."
1821812,"SCAQ","Stratim Cloud Acquisition Corp."
1291334,"FFA","FIRST TRUST ENHANCED EQUITY INCOME FUND"
1865975,"AFTR","AfterNext HealthTech Acquisition Corp."
1865631,"NN","NEXTNAV INC."
1031316,"FSP","FRANKLIN STREET PROPERTIES CORP /MA/"
1074769,"NAN","NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND"
1819574,"BARK","Bark, Inc."
894627,"EGY","VAALCO ENERGY INC /DE/"
1116463,"OSUR","ORASURE TECHNOLOGIES INC"
1062822,"LXRX","LEXICON PHARMACEUTICALS, INC."
1735438,"MGTX","MeiraGTx Holdings plc"
84129,"RAD","RITE AID CORP"
1853928,"ADAL","Anthemis Digital Acquisitions I Corp"
1845013,"HWEL","Healthwell Acquisition Corp. I"
836412,"ZTR","Virtus Total Return Fund Inc."
91847,"SOR","SOURCE CAPITAL INC /DE/"
1717457,"CPZ","Calamos Long/Short Equity & Dynamic Income Trust"
80420,"POWL","POWELL INDUSTRIES INC"
1625414,"BZUN","Baozun Inc."
1847903,"CNTA","Centessa Pharmaceuticals plc"
1417892,"SOL","ReneSola Ltd"
1720725,"OYST","Oyster Point Pharma, Inc."
1758021,"KRT","Karat Packaging Inc."
1713210,"AATP","Agape ATP Corp"
1835713,"CLIM","Climate Real Impact Solutions II Acquisition Corp"
1325670,"FRST","Primis Financial Corp."
1492674,"TTOO","T2 Biosystems, Inc."
1854139,"ZVIA","Zevia PBC"
1831964,"NRAC","Noble Rock Acquisition Corp"
1657045,"CHMX","NEXT-ChemX Corporation."
1075415,"DHC","DIVERSIFIED HEALTHCARE TRUST"
1368148,"ATHX","ATHERSYS, INC / NEW"
1463972,"VUZI","Vuzix Corp"
1552198,"WHF","WhiteHorse Finance, Inc."
1827392,"AEAC","Authentic Equity Acquisition Corp."
850033,"BPT","BP PRUDHOE BAY ROYALTY TRUST"
1337298,"FF","FutureFuel Corp."
1844505,"GIA","GigCapital5, Inc."
1858327,"DMYS","dMY Technology Group, Inc. VI"
1691337,"PCSB","PCSB Financial Corp"
1862463,"INAQ","Insight Acquisition Corp. /DE"
1519401,"RM","Regional Management Corp."
1842729,"SBII","Sandbridge X2 Corp"
1102238,"ARL","AMERICAN REALTY INVESTORS INC"
1589526,"BLBD","Blue Bird Corp"
1696355,"BEDU","Bright Scholar Education Holdings Ltd"
1171155,"RLGT","RADIANT LOGISTICS, INC"
1284940,"FEN","FIRST TRUST ENERGY INCOME & GROWTH FUND"
1854863,"BWC","Blue Whale Acquisition Corp I"
105319,"WW","WW INTERNATIONAL, INC."
920427,"UNTY","UNITY BANCORP INC /NJ/"
1856995,"MCAA","Mountain & Co. I Acquisition Corp."
1843993,"THCP","Thunder Bridge Capital Partners IV, Inc."
1850487,"GWII","Good Works II Acquisition Corp."
1681206,"NODK","NI Holdings, Inc."
1038186,"MHN","BLACKROCK MUNIHOLDINGS NEW YORK QUALITY FUND, INC."
1860482,"TOAC","Talon 1 Acquisition Corp"
1837238,"SVFB","SVF Investment Corp. 2"
1826574,"AKIC","Sports Ventures Acquisition Corp."
1392326,"CPLP","Capital Product Partners L.P."
1620737,"OGI","ORGANIGRAM HOLDINGS INC."
1842223,"FRON","Frontier Acquisition Corp."
1504379,"CSTE","Caesarstone Ltd."
1865537,"DTRT","DTRT Health Acquisition Corp."
1860514,"USCT","TKB Critical Technologies 1"
1042074,"CBAY","CymaBay Therapeutics, Inc."
1844149,"PCCT","Perception Capital Corp. II"
916793,"SILC","SILICOM LTD."
1375205,"URG","UR-ENERGY INC"
1870258,"MEKA","MELI Kaszek Pioneer Corp"
1871745,"DSAQ","Direct Selling Acquisition Corp."
924822,"MLR","MILLER INDUSTRIES INC /TN/"
932695,"CYD","CHINA YUCHAI INTERNATIONAL LTD"
1842659,"CORS","Corsair Partnering Corp"
1780531,"OCFT","ONECONNECT FINANCIAL TECHNOLOGY CO., LTD."
1857803,"DPCS","DP Cap Acquisition Corp I"
1841948,"LHAA","Lerer Hippeau Acquisition Corp."
1850699,"SVNA","7 Acquisition Corp"
1845149,"CBRG","Chain Bridge I"
1825962,"KAII","Kismet Acquisition Two Corp."
1778016,"IMAB","I-Mab"
1870143,"RCFA","RCF Acquisition Corp."
1826892,"BCAB","BioAtla, Inc."
1848558,"SHCA","Spindletop Health Acquisition Corp."
1855168,"WRAC","Williams Rowland Acquisition Corp."
1412486,"COCP","Cocrystal Pharma, Inc."
1854795,"IRRX","INTEGRATED RAIL & RESOURCES ACQUISITION CORP"
826154,"ORRF","ORRSTOWN FINANCIAL SERVICES INC"
1641614,"PMTS","CPI Card Group Inc."
1244183,"PFL","PIMCO INCOME STRATEGY FUND"
1575659,"RTSL","Rapid Therapeutic Science Laboratories, Inc."
1759774,"PSTL","Postal Realty Trust, Inc."
919893,"TDF","TEMPLETON DRAGON FUND INC"
1878897,"DOUG","Douglas Elliman Inc."
1277902,"MVBF","MVB FINANCIAL CORP"
1434728,"GWRS","Global Water Resources, Inc."
1853436,"MPRA","Mercato Partners Acquisition Corp"
1853044,"WWAC","Worldwide Webb Acquisition Corp."
1852749,"XFIN","ExcelFin Acquisition Corp."
1852016,"AEAE","AltEnergy Acquisition Corp"
1524025,"TLYS","TILLY'S, INC."
1739410,"RLYB","Rallybio Corp"
1824888,"NOAC","Natural Order Acquisition Corp."
1633438,"AZRE","Azure Power Global Ltd"
1823826,"ARBG","Aequi Acquisition Corp."
1854480,"FIAC","Focus Impact Acquisition Corp."
1851612,"BHAC","Crixus BH3 Acquisition Co"
1786108,"TRIN","Trinity Capital Inc."
65172,"MSB","MESABI TRUST"
1162027,"AFB","ALLIANCEBERNSTEIN NATIONAL MUNICIPAL INCOME FUND"
1375340,"FOF","Cohen & Steers Closed-End Opportunity Fund, Inc."
1835236,"TMAC","Music Acquisition Corp"
1326003,"BKCC","BlackRock Capital Investment Corp"
1821075,"PTIC","PROPTECH INVESTMENT CORP. II"
1827328,"BLTS","Bright Lights Acquisition Corp."
1824434,"FVT","Fortress Value Acquisition Corp. III"
1852736,"TRIS","Tristar Acquisition I Corp."
1275158,"NDLS","NOODLES & Co"
1852019,"IXAQ","IX Acquisition Corp."
1828438,"ZWRK","Z-Work Acquisition Corp."
1826011,"VII","7GC & Co. Holdings Inc."
1820160,"SHAC","SCP & CO Healthcare Acquisition Co"
1850051,"IQMD","Intelligent Medicine Acquisition Corp."
1847577,"LCW","Learn CW Investment Corp"
1825413,"BIOT","Biotech Acquisition Co"
1805508,"ITQ","Itiquira Acquisition Corp."
1842373,"LDHA","LDH Growth Corp I"
101984,"UEIC","UNIVERSAL ELECTRONICS INC"
1843091,"VLAT","Valor Latitude Acquisition Corp."
1832250,"GNAC","Group Nine Acquisition Corp."
1861541,"PGSS","Pegasus Digital Mobility Acquisition Corp."
1832371,"VELO","Velocity Acquisition Corp."
1855485,"FLAG","First Light Acquisition Group, Inc."
1834226,"OSTR","Oyster Enterprises Acquisition Corp."
1649744,"DLTH","DULUTH HOLDINGS INC."
1113809,"BBW","BUILD-A-BEAR WORKSHOP INC"
1727196,"SRRK","Scholar Rock Holding Corp"
1832136,"OSI","Osiris Acquisition Corp."
1778129,"TRSSF","TerrAscend Corp."
851170,"MCR","MFS CHARTER INCOME TRUST"
1903870,"AFRI","Forafric Global PLC"
1494650,"OPTN","OptiNose, Inc."
1692376,"VEL","Velocity Financial, Inc."
1672688,"ABSI","Absci Corp"
720858,"ITIC","INVESTORS TITLE CO"
1826889,"BODY","Beachbody Company, Inc."
1338561,"SPXX","Nuveen S&P 500 Dynamic Overwrite Fund"
1841144,"HWKZ","Hawks Acquisition Corp"
1094324,"SIFY","SIFY TECHNOLOGIES LTD"
1839799,"GAMB","Gambling.com Group Ltd"
1401708,"NSTG","NanoString Technologies Inc"
1676580,"VIHD","VISION HYDROGEN Corp"
1635650,"GPP","Green Plains Partners LP"
1659323,"ITRM","Iterum Therapeutics plc"
1006655,"EPM","EVOLUTION PETROLEUM CORP"
844790,"PMM","PUTNAM MANAGED MUNICIPAL INCOME TRUST"
23197,"CMTL","COMTECH TELECOMMUNICATIONS CORP /DE/"
1046050,"TSBK","TIMBERLAND BANCORP INC"
1848898,"VCXA","10X Capital Venture Acquisition Corp. II"
1661460,"PSTX","Poseida Therapeutics, Inc."
1602409,"FNGR","FingerMotion, Inc."
1368493,"CAF","Morgan Stanley China A Share Fund, Inc."
1841661,"AFAQ","AF Acquisition Corp."
746514,"NEN","NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP"
1848795,"GIW","GigInternational1, Inc."
1843973,"EGGF","EG Acquisition Corp."
1388141,"EDD","Morgan Stanley Emerging Markets Domestic Debt Fund, Inc."
1140411,"PCQ","PIMCO CALIFORNIA MUNICIPAL INCOME FUND"
46207,"HAWEL","HAWAIIAN ELECTRIC CO INC"
1844908,"SHQA","Shelter Acquisition Corp I"
69733,"NATH","NATHANS FAMOUS, INC."
1058239,"HIX","WESTERN ASSET HIGH INCOME FUND II INC."
1326390,"MGU","Macquarie Global Infrastructure Total Return Fund Inc."
1423869,"PCB","PCB BANCORP"
1870940,"AIRS","Airsculpt Technologies, Inc."
1842883,"FRSG","First Reserve Sustainable Growth Corp."
818851,"NCA","NUVEEN CALIFORNIA MUNICIPAL VALUE FUND"
1579684,"GCI","Gannett Co., Inc."
888981,"NNUP","NOCOPI TECHNOLOGIES INC/MD/"
1771226,"RMM","RiverNorth Managed Duration Municipal Income Fund, Inc."
739421,"CZFS","CITIZENS FINANCIAL SERVICES INC"
1870600,"DTC","Solo Brands, Inc."
1847152,"SKYA","SKYDECK ACQUISITION CORP."
1675644,"FVCB","FVCBankcorp, Inc."
1156388,"BGFV","BIG 5 SPORTING GOODS Corp"
928340,"CWCO","Consolidated Water Co. Ltd."
1788717,"FXLV","F45 Training Holdings Inc."
1729149,"VMD","VIEMED HEALTHCARE, INC."
1839824,"FZT","FAST Acquisition Corp. II"
1840439,"BMEA","Biomea Fusion, Inc."
1843988,"TWOA","two"
1385613,"GLRE","GREENLIGHT CAPITAL RE, LTD."
1841734,"GLHA","Glass Houses Acquisition Corp."
1515324,"ARDC","Ares Dynamic Credit Allocation Fund, Inc."
1679268,"TUSK","MAMMOTH ENERGY SERVICES, INC."
916618,"IIF","MORGAN STANLEY INDIA INVESTMENT FUND, INC."
1826729,"EQHA","EQ Health Acquisition Corp."
1497186,"HYI","Western Asset High Yield Defined Opportunity Fund Inc."
786035,"ASG","LIBERTY ALL STAR GROWTH FUND INC."
1631574,"WVE","Wave Life Sciences Ltd."
1181187,"BYM","BLACKROCK MUNICIPAL INCOME QUALITY TRUST"
1576885,"ABOS","Acumen Pharmaceuticals, Inc."
1853397,"XPAX","XPAC Acquisition Corp."
1008654,"TUP","TUPPERWARE BRANDS CORP"
895051,"CASI","CASI Pharmaceuticals, Inc."
1551901,"SCM","Stellus Capital Investment Corp"
835662,"AIXN","AiXin Life International, Inc."
1629665,"MULG","MULIANG VIAGOO TECHNOLOGY, INC."
1626199,"ALPN","ALPINE IMMUNE SCIENCES, INC."
1413855,"FANH","FANHUA INC."
1675634,"PIXY","ShiftPixy, Inc."
1835416,"MACA","Moringa Acquisition Corp"
1769663,"PBFS","Pioneer Bancorp, Inc./MD"
778164,"ALTO","Alto Ingredients, Inc."
763532,"LYTS","LSI INDUSTRIES INC"
1861841,"ARBE","Arbe Robotics Ltd."
1487428,"HRZN","Horizon Technology Finance Corp"
1604868,"GRWG","GrowGeneration Corp."
1181506,"PMX","PIMCO MUNICIPAL INCOME FUND III"
1840353,"TRCA","Twin Ridge Capital Acquisition Corp."
1668243,"URGN","UroGen Pharma Ltd."
55772,"KBAL","KIMBALL INTERNATIONAL INC"
1717307,"ILPT","Industrial Logistics Properties Trust"
1849580,"WAVC","Waverley Capital Acquisition Corp. 1"
1532286,"NINE","Nine Energy Service, Inc."
1859639,"CZOO","Cazoo Group Ltd"
1490281,"GRPN","Groupon, Inc."
1825739,"FRW","PWP Forward Acquisition Corp. I"
1393883,"DHX","DHI GROUP, INC."
1754226,"OBT","Orange County Bancorp, Inc. /DE/"
1098151,"FDBC","FIDELITY D & D BANCORP INC"
1615905,"JGH","Nuveen Global High Income Fund"
835333,"OIA","Invesco Municipal Income Opportunities Trust"
1823857,"VHAQ","Viveon Health Acquisition Corp."
1699039,"RNGR","Ranger Energy Services, Inc."
1005286,"LNDC","LANDEC CORP CA"
1689731,"SSBK","Southern States Bancshares, Inc."
809173,"MMT","MFS MULTIMARKET INCOME TRUST"
1547459,"NGVC","Natural Grocers by Vitamin Cottage, Inc."
1388320,"ATNM","Actinium Pharmaceuticals, Inc."
1579214,"EEX","Emerald Holding, Inc."
275694,"MCI","BARINGS CORPORATE INVESTORS"
1808805,"NAUT","Nautilus Biotechnology, Inc."
1836478,"AVAC","Avalon Acquisition Inc."
1680581,"FULC","Fulcrum Therapeutics, Inc."
1505512,"RGLS","Regulus Therapeutics Inc."
1668370,"TBLT","Toughbuilt Industries, Inc"
855887,"DSM","BNY MELLON STRATEGIC MUNICIPAL BOND FUND, INC."
1227073,"ERC","ALLSPRING MULTI-SECTOR INCOME FUND"
1650648,"FDMT","4D Molecular Therapeutics, Inc."
1010134,"ICTSF","ICTS INTERNATIONAL N V"
1517006,"GATO","Gatos Silver, Inc."
1824734,"BGRY","Berkshire Grey, Inc."
1855555,"ENER","ACCRETION ACQUISITION CORP."
1593548,"AGS","PlayAGS, Inc."
1230869,"ASA","ASA Gold & Precious Metals Ltd"
1649752,"NMG","Nouveau Monde Graphite Inc."
1831928,"DLCA","Deep Lake Capital Acquisition Corp."
1251769,"APEN","Apollo Endosurgery, Inc."
1724755,"GHG","GreenTree Hospitality Group Ltd."
1327607,"MYFW","First Western Financial Inc"
1282850,"FCT","FIRST TRUST SENIOR FLOATING RATE INCOME FUND II"
1408534,"FGBI","First Guaranty Bancshares, Inc."
1811856,"VIEW","View, Inc."
1752828,"CELU","Celularity Inc"
1448431,"OPRX","OptimizeRx Corp"
1819576,"LQDA","Liquidia Corp"
1879248,"ADSE","Ads-Tec Energy Public Ltd Co"
1377936,"SAR","SARATOGA INVESTMENT CORP."
76267,"PKE","PARK AEROSPACE CORP"
1851174,"WQGA","World Quantum Growth Acquisition Corp."
1848756,"PHYT","Pyrophyte Acquisition Corp."
1521404,"BGH","BARINGS GLOBAL SHORT DURATION HIGH YIELD FUND"
